ID,Tytuł,Autor,Cykl,Średnia ocena,Liczba ocen,Czytelnicy,Opinie,Ocena użytkownika,Link,Data przeczytania,Na półkach Głowne,Na półkach Pozostałe
4945805,Niebiańska rzeka,Dennis E. Taylor,Bobiverse (tom 4),"7,1",451,931,70,7,https://lubimyczytac.pl/ksiazka/4945805/niebianska-rzeka,,Przeczytane,
4945703,Wszystkie te światy,Dennis E. Taylor,Bobiverse (tom 3),"7,4",642,1223,68,8,https://lubimyczytac.pl/ksiazka/4945703/wszystkie-te-swiaty,,Przeczytane,
4929173,Gdyż jest nas wielu,Dennis E. Taylor,Bobiverse (tom 2),"7,5",768,1382,88,8,https://lubimyczytac.pl/ksiazka/4929173/gdyz-jest-nas-wielu,,Przeczytane,
4909870,Wojna makowa,Rebecca F. Kuang,Wojna makowa (tom 1),"7,5",8315,16975,1185,7,https://lubimyczytac.pl/ksiazka/4909870/wojna-makowa,,Przeczytane,
4905356,"Nasze imię Legion, nasze imię Bob",Dennis E. Taylor,Bobiverse (tom 1),"7,4",1251,2939,201,8,https://lubimyczytac.pl/ksiazka/4905356/nasze-imie-legion-nasze-imie-bob,,Przeczytane,
5105152,Antykwariat pod salamandrą,Adam Przechrzta,Magiczna Zielona Góra (tom 1),"7,3",542,1263,126,,https://lubimyczytac.pl/ksiazka/5105152/antykwariat-pod-salamandra,,Chcę przeczytać,
4937595,Wstrząsy wtórne,Marko Kloos,Wojny palladowe (tom 1),"7,3",238,697,54,,https://lubimyczytac.pl/ksiazka/4937595/wstrzasy-wtorne,,Chcę przeczytać,
4957028,Beniamin Ashwood,A. C. Cobble,Beniamin Ashwood (tom 1),"6,5",603,1257,132,6,https://lubimyczytac.pl/ksiazka/4957028/beniamin-ashwood,,Przeczytane,
4982657,Upadek Lewiatana,James S.A. Corey,Expanse / Ekspansja (tom 9),"7,7",714,1580,84,,https://lubimyczytac.pl/ksiazka/4982657/upadek-lewiatana,,Przeczytane,
4905284,Gniew Tiamat,James S.A. Corey,Expanse / Ekspansja (tom 8),"7,8",846,1855,76,,https://lubimyczytac.pl/ksiazka/4905284/gniew-tiamat,,Przeczytane,
4899212,Wzlot Persepolis,James S.A. Corey,Expanse / Ekspansja (tom 7),"7,6",915,2049,75,,https://lubimyczytac.pl/ksiazka/4899212/wzlot-persepolis,,Przeczytane,
4890464,Prochy Babilonu,James S.A. Corey,Expanse / Ekspansja (tom 6),"7,2",1033,2059,87,,https://lubimyczytac.pl/ksiazka/4890464/prochy-babilonu,,Przeczytane,
4875309,Gry Nemezis,James S.A. Corey,Expanse / Ekspansja (tom 5),"7,7",1168,2263,86,,https://lubimyczytac.pl/ksiazka/4875309/gry-nemezis,,Przeczytane,
